MID,IsEdible,CapShape,CapSurface,CapColor,HasBruises,Odor,Gill_IsAttached,GillSpacingIsCrowded,GillSizeBroad,GillColor,StalkShapeIsTapering,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat
920,0,5,2,2,0,8,0,0,0,10,1,99,3,4,9,9,9,1,1,9,5,4
921,0,5,2,2,0,8,0,0,0,10,1,99,3,4,9,9,9,1,1,9,5,7
922,0,5,2,2,0,8,0,0,0,10,1,99,3,4,9,13,9,1,1,9,5,7
923,0,5,2,2,0,8,0,0,0,10,1,99,3,4,13,9,9,1,1,9,5,2
924,0,5,2,2,0,8,0,0,0,10,1,99,3,4,13,9,9,1,1,9,5,7
925,0,5,2,2,0,8,0,0,0,10,1,99,3,4,13,13,9,1,1,9,5,4
926,0,5,2,2,0,8,0,0,0,10,1,99,3,3,9,9,9,1,1,9,5,2
927,0,5,2,2,0,8,0,0,0,10,1,99,3,3,9,13,9,1,1,9,5,2
928,0,5,2,2,0,8,0,0,0,10,1,99,3,3,9,13,9,1,1,9,5,4
929,0,5,2,2,0,8,0,0,0,10,1,99,3,3,9,13,9,1,1,9,5,7
930,0,5,2,2,0,8,0,0,0,10,1,99,3,3,13,9,9,1,1,9,5,7
931,0,5,2,2,0,8,0,0,0,10,1,99,3,3,13,13,9,1,1,9,5,7
932,0,5,2,1,0,5,0,0,0,10,1,99,4,4,9,9,9,1,1,9,5,2
933,0,5,2,1,0,5,0,0,0,10,1,99,4,4,9,9,9,1,1,9,5,4
934,0,5,2,1,0,5,0,0,0,10,1,99,4,4,13,9,9,1,1,9,5,7
935,0,5,2,1,0,5,0,0,0,10,1,99,4,3,9,9,9,1,1,9,5,2
936,0,5,2,1,0,5,0,0,0,10,1,99,4,3,9,9,9,1,1,9,5,4
937,0,5,2,1,0,5,0,0,0,10,1,99,4,3,9,9,9,1,1,9,5,7
938,0,5,2,1,0,5,0,0,0,10,1,99,4,3,9,13,9,1,1,9,5,2
939,0,5,2,1,0,5,0,0,0,10,1,99,4,3,13,9,9,1,1,9,5,4
940,0,5,2,1,0,5,0,0,0,10,1,99,3,4,9,13,9,1,1,9,5,4
941,0,5,2,1,0,5,0,0,0,10,1,99,3,4,9,13,9,1,1,9,5,7
942,0,5,2,1,0,5,0,0,0,10,1,99,3,4,13,13,9,1,1,9,5,2
943,0,5,2,1,0,5,0,0,0,10,1,99,3,4,13,13,9,1,1,9,5,7
944,0,5,2,1,0,5,0,0,0,10,1,99,3,3,9,9,9,1,1,9,5,2
945,0,5,2,1,0,5,0,0,0,10,1,99,3,3,9,9,9,1,1,9,5,4
946,0,5,2,1,0,5,0,0,0,10,1,99,3,3,9,9,9,1,1,9,5,7
947,0,5,2,1,0,5,0,0,0,10,1,99,3,3,9,13,9,1,1,9,5,2
948,0,5,2,1,0,5,0,0,0,10,1,99,3,3,9,13,9,1,1,9,5,7
949,0,5,2,1,0,5,0,0,0,10,1,99,3,3,13,9,9,1,1,9,5,4
950,0,5,2,1,0,5,0,0,0,10,1,99,3,3,13,9,9,1,1,9,5,7
951,0,5,2,1,0,5,0,0,0,10,1,99,3,3,13,13,9,1,1,9,5,2
952,0,5,2,1,0,5,0,0,0,10,1,99,3,3,13,13,9,1,1,9,5,4
953,0,5,2,1,0,4,0,0,0,10,1,99,4,4,9,9,9,1,1,9,5,2
954,0,5,2,1,0,4,0,0,0,10,1,99,4,4,9,13,9,1,1,9,5,2
955,0,5,2,1,0,4,0,0,0,10,1,99,4,4,9,13,9,1,1,9,5,4
956,0,5,2,1,0,4,0,0,0,10,1,99,4,4,13,9,9,1,1,9,5,2
957,0,5,2,1,0,4,0,0,0,10,1,99,4,4,13,9,9,1,1,9,5,4
958,0,5,2,1,0,4,0,0,0,10,1,99,4,4,13,13,9,1,1,9,5,2
959,0,5,2,1,0,4,0,0,0,10,1,99,4,3,9,9,9,1,1,9,5,7
960,0,5,2,1,0,4,0,0,0,10,1,99,4,3,13,9,9,1,1,9,5,7
961,0,5,2,1,0,4,0,0,0,10,1,99,4,3,13,13,9,1,1,9,5,7
962,0,5,2,1,0,4,0,0,0,10,1,99,3,4,9,9,9,1,1,9,5,2
963,0,5,2,1,0,4,0,0,0,10,1,99,3,4,9,9,9,1,1,9,5,4
964,0,5,2,1,0,4,0,0,0,10,1,99,3,4,9,9,9,1,1,9,5,7
965,0,5,2,1,0,4,0,0,0,10,1,99,3,4,9,13,9,1,1,9,5,2
966,0,5,2,1,0,4,0,0,0,10,1,99,3,4,9,13,9,1,1,9,5,7
967,0,5,2,1,0,4,0,0,0,10,1,99,3,4,13,9,9,1,1,9,5,2
968,0,5,2,1,0,4,0,0,0,10,1,99,3,4,13,9,9,1,1,9,5,4
969,0,5,2,1,0,4,0,0,0,10,1,99,3,4,13,9,9,1,1,9,5,7
970,0,5,2,1,0,4,0,0,0,10,1,99,3,4,13,13,9,1,1,9,5,4
971,0,5,2,1,0,4,0,0,0,10,1,99,3,4,13,13,9,1,1,9,5,7
972,0,5,2,1,0,4,0,0,0,10,1,99,3,3,9,9,9,1,1,9,5,2
973,0,5,2,1,0,4,0,0,0,10,1,99,3,3,9,9,9,1,1,9,5,4
974,0,5,2,1,0,4,0,0,0,10,1,99,3,3,9,9,9,1,1,9,5,7
975,0,5,2,1,0,4,0,0,0,10,1,99,3,3,9,13,9,1,1,9,5,2
976,0,5,2,1,0,4,0,0,0,10,1,99,3,3,9,13,9,1,1,9,5,4
977,0,5,2,1,0,4,0,0,0,10,1,99,3,3,9,13,9,1,1,9,5,7
978,0,5,2,1,0,4,0,0,0,10,1,99,3,3,13,13,9,1,1,9,5,2
979,0,5,2,1,0,4,0,0,0,10,1,99,3,3,13,13,9,1,1,9,5,4
980,0,5,2,1,0,8,0,0,0,10,1,99,4,4,9,13,9,1,1,9,5,4
981,0,5,2,1,0,8,0,0,0,10,1,99,4,4,9,13,9,1,1,9,5,7
982,0,5,2,1,0,8,0,0,0,10,1,99,4,4,13,9,9,1,1,9,5,4
983,0,5,2,1,0,8,0,0,0,10,1,99,4,4,13,13,9,1,1,9,5,2
984,0,5,2,1,0,8,0,0,0,10,1,99,4,4,13,13,9,1,1,9,5,7
985,0,5,2,1,0,8,0,0,0,10,1,99,4,3,9,9,9,1,1,9,5,2
986,0,5,2,1,0,8,0,0,0,10,1,99,4,3,9,9,9,1,1,9,5,7
987,0,5,2,1,0,8,0,0,0,10,1,99,4,3,9,13,9,1,1,9,5,4
988,0,5,2,1,0,8,0,0,0,10,1,99,4,3,13,9,9,1,1,9,5,4
989,0,5,2,1,0,8,0,0,0,10,1,99,4,3,13,13,9,1,1,9,5,4
990,0,5,2,1,0,8,0,0,0,10,1,99,3,4,9,9,9,1,1,9,5,2
991,0,5,2,1,0,8,0,0,0,10,1,99,3,4,9,13,9,1,1,9,5,2
992,0,5,2,1,0,8,0,0,0,10,1,99,3,4,9,13,9,1,1,9,5,4
993,0,5,2,1,0,8,0,0,0,10,1,99,3,4,13,9,9,1,1,9,5,2
994,0,5,2,1,0,8,0,0,0,10,1,99,3,4,13,9,9,1,1,9,5,7
995,0,5,2,1,0,8,0,0,0,10,1,99,3,4,13,13,9,1,1,9,5,4
996,0,5,2,1,0,8,0,0,0,10,1,99,3,4,13,13,9,1,1,9,5,7
997,0,5,2,1,0,8,0,0,0,10,1,99,3,3,9,9,9,1,1,9,5,4
998,0,5,2,1,0,8,0,0,0,10,1,99,3,3,9,13,9,1,1,9,5,2
999,0,5,2,1,0,8,0,0,0,10,1,99,3,3,13,9,9,1,1,9,5,4
1000,1,1,4,9,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,3,1
1001,1,1,4,9,0,0,0,1,1,9,0,99,4,3,9,9,9,2,4,9,4,1
1002,1,1,4,9,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,4,1
1003,1,1,4,9,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,3,1
1004,1,1,4,9,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,4,1
1005,1,1,4,9,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,4,1
1006,1,1,4,9,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,4,1
1007,1,1,4,9,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,3,1
1008,1,1,4,9,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,3,1
1009,1,1,4,9,0,0,0,1,1,13,0,99,3,3,9,9,9,2,4,9,4,1
1010,1,1,4,8,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,4,1
1011,1,1,4,8,0,0,0,1,1,9,0,99,4,3,9,9,9,2,4,9,4,1
1012,1,1,4,8,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,4,1
1013,1,1,4,8,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,3,1
1014,1,1,4,8,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,3,1
1015,1,1,4,8,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,4,1
1016,1,1,4,8,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,4,1
1017,1,1,4,8,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,3,1
1018,1,1,4,8,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,4,1
1019,1,1,4,8,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,4,1
1020,1,1,4,8,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,3,1
1021,1,1,4,8,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,4,1
1022,1,1,4,8,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,3,1
1023,1,1,4,8,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,4,1
1024,1,1,4,8,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,3,1
1025,1,1,4,8,0,0,0,1,1,13,0,99,3,3,9,9,9,2,4,9,4,1
1026,1,1,4,8,0,0,0,1,1,13,0,99,3,3,9,9,9,2,4,9,3,1
1027,1,1,1,9,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,4,1
1028,1,1,1,9,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,3,1
1029,1,1,1,9,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,4,1
1030,1,1,1,9,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,3,1
1031,1,1,1,9,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,4,1
1032,1,1,1,9,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,3,1
1033,1,1,1,9,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,4,1
1034,1,1,1,9,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,3,1
1035,1,1,1,9,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,4,1
1036,1,1,1,9,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,3,1
1037,1,1,1,9,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,4,1
1038,1,1,1,9,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,3,1
1039,1,1,1,9,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,3,1
1040,1,1,1,9,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,4,1
1041,1,1,1,9,0,0,0,1,1,13,0,99,3,3,9,9,9,2,4,9,4,1
1042,1,1,1,8,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,4,1
1043,1,1,1,8,0,0,0,1,1,9,0,99,4,3,9,9,9,2,4,9,3,1
1044,1,1,1,8,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,4,1
1045,1,1,1,8,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,3,1
1046,1,1,1,8,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,3,1
1047,1,1,1,8,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,4,1
1048,1,1,1,8,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,4,1
1049,1,1,1,8,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,4,1
1050,1,1,1,8,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,3,1
1051,1,1,1,8,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,3,1
1052,1,1,1,8,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,4,1
1053,1,1,1,8,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,3,1
1054,1,1,1,8,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,4,1
1055,1,1,1,8,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,3,1
1056,1,1,1,8,0,0,0,1,1,13,0,99,3,3,9,9,9,2,4,9,3,1
1057,1,3,4,9,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,4,1
1058,1,3,4,9,0,0,0,1,1,9,0,99,4,3,9,9,9,2,4,9,4,1
1059,1,3,4,9,0,0,0,1,1,9,0,99,4,3,9,9,9,2,4,9,3,1
1060,1,3,4,9,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,4,1
1061,1,3,4,9,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,4,1
1062,1,3,4,9,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,3,1
1063,1,3,4,9,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,4,1
1064,1,3,4,9,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,4,1
1065,1,3,4,9,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,4,1
1066,1,3,4,9,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,3,1
1067,1,3,4,9,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,4,1
1068,1,3,4,9,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,4,1
1069,1,3,4,9,0,0,0,1,1,13,0,99,3,3,9,9,9,2,4,9,3,1
1070,1,3,4,8,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,4,1
1071,1,3,4,8,0,0,0,1,1,9,0,99,4,3,9,9,9,2,4,9,4,1
1072,1,3,4,8,0,0,0,1,1,9,0,99,4,3,9,9,9,2,4,9,3,1
1073,1,3,4,8,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,4,1
1074,1,3,4,8,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,3,1
1075,1,3,4,8,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,4,1
1076,1,3,4,8,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,3,1
1077,1,3,4,8,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,4,1
1078,1,3,4,8,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,3,1
1079,1,3,4,8,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,4,1
1080,1,3,4,8,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,3,1
1081,1,3,4,8,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,4,1
1082,1,3,4,8,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,3,1
1083,1,3,4,8,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,3,1
1084,1,3,4,8,0,0,0,1,1,13,0,99,3,3,9,9,9,2,4,9,3,1
1085,1,3,1,9,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,4,1
1086,1,3,1,9,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,3,1
1087,1,3,1,9,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,3,1
1088,1,3,1,9,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,4,1
1089,1,3,1,9,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,3,1
1090,1,3,1,9,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,4,1
1091,1,3,1,9,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,3,1
1092,1,3,1,9,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,4,1
1093,1,3,1,9,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,3,1
1094,1,3,1,9,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,4,1
1095,1,3,1,9,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,3,1
1096,1,3,1,9,0,0,0,1,1,13,0,99,3,3,9,9,9,2,4,9,3,1
1097,1,3,1,8,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,3,1
1098,1,3,1,8,0,0,0,1,1,9,0,99,4,3,9,9,9,2,4,9,3,1
1099,1,3,1,8,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,4,1
1100,1,3,1,8,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,3,1
1101,1,3,1,8,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,3,1
1102,1,3,1,8,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,4,1
1103,1,3,1,8,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,3,1
1104,1,3,1,8,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,3,1
1105,1,3,1,8,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,3,1
1106,1,3,1,8,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,4,1
1107,1,3,1,8,0,0,0,1,1,13,0,99,3,3,9,9,9,2,4,9,3,1
1108,1,5,4,9,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,3,1
1109,1,5,4,9,0,0,0,1,1,9,0,99,4,3,9,9,9,2,4,9,4,1
1110,1,5,4,9,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,4,1
1111,1,5,4,9,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,3,1
1112,1,5,4,9,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,4,1
1113,1,5,4,9,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,3,1
1114,1,5,4,9,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,4,1
1115,1,5,4,9,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,3,1
1116,1,5,4,9,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,4,1
1117,1,5,4,9,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,3,1
1118,1,5,4,9,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,4,1
1119,1,5,4,9,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,4,1
1120,1,5,4,9,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,3,1
1121,1,5,4,9,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,3,1
1122,1,5,4,9,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,4,1
1123,1,5,4,9,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,3,1
1124,1,5,4,8,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,3,1
1125,1,5,4,8,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,4,1
1126,1,5,4,8,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,4,1
1127,1,5,4,8,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,3,1
1128,1,5,4,8,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,3,1
1129,1,5,4,8,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,4,1
1130,1,5,4,8,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,3,1
1131,1,5,4,8,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,3,1
1132,1,5,4,8,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,3,1
1133,1,5,1,9,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,4,1
1134,1,5,1,9,0,0,0,1,1,9,0,99,4,3,9,9,9,2,4,9,4,1
1135,1,5,1,9,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,4,1
1136,1,5,1,9,0,0,0,1,1,9,0,99,3,4,9,9,9,2,4,9,3,1
1137,1,5,1,9,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,4,1
1138,1,5,1,9,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,3,1
1139,1,5,1,9,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,4,1
1140,1,5,1,9,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,3,1
1141,1,5,1,9,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,3,1
1142,1,5,1,9,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,4,1
1143,1,5,1,9,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,4,1
1144,1,5,1,9,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,3,1
1145,1,5,1,9,0,0,0,1,1,13,0,99,4,4,9,9,9,2,4,9,3,1
1146,1,5,1,9,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,3,1
1147,1,5,1,9,0,0,0,1,1,13,0,99,3,3,9,9,9,2,4,9,4,1
1148,1,5,1,9,0,0,0,1,1,13,0,99,3,3,9,9,9,2,4,9,3,1
1149,1,5,1,8,0,0,0,1,1,9,0,99,4,4,9,9,9,2,4,9,4,1
1150,1,5,1,8,0,0,0,1,1,9,0,99,4,3,9,9,9,2,4,9,4,1
1151,1,5,1,8,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,4,1
1152,1,5,1,8,0,0,0,1,1,9,0,99,3,3,9,9,9,2,4,9,3,1
1153,1,5,1,8,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,4,1
1154,1,5,1,8,0,0,0,1,1,8,0,99,4,4,9,9,9,2,4,9,3,1
1155,1,5,1,8,0,0,0,1,1,8,0,99,4,3,9,9,9,2,4,9,4,1
1156,1,5,1,8,0,0,0,1,1,8,0,99,3,4,9,9,9,2,4,9,3,1
1157,1,5,1,8,0,0,0,1,1,8,0,99,3,3,9,9,9,2,4,9,3,1
1158,1,5,1,8,0,0,0,1,1,13,0,99,4,3,9,9,9,2,4,9,3,1
1159,1,5,1,8,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,4,1
1160,1,5,1,8,0,0,0,1,1,13,0,99,3,4,9,9,9,2,4,9,3,1
1161,1,1,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,4,5,2
1162,1,1,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,4,2,2
1163,1,1,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,1,5,2
1164,1,1,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,1,2,2
1165,1,1,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,3,2,2
1166,1,1,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,10,2,2
1167,1,1,4,1,0,0,1,0,1,4,0,99,4,4,3,3,1,1,4,1,5,2
1168,1,1,4,1,0,0,1,0,1,4,0,99,4,4,3,3,1,1,4,1,2,2
1169,1,1,4,1,0,0,1,0,1,4,0,99,4,4,3,3,1,1,4,3,5,2
1170,1,1,4,1,0,0,1,0,1,4,0,99,4,4,3,3,1,1,4,10,5,2
1171,1,1,4,1,0,0,1,0,1,4,0,99,4,4,3,3,1,1,4,10,2,2
1172,1,1,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,1,5,2
1173,1,1,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,1,2,2
1174,1,1,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,3,5,2
1175,1,1,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,3,2,2
1176,1,1,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,10,5,2
1177,1,1,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,10,2,2
1178,1,1,4,1,0,0,1,0,1,3,0,99,4,4,3,3,1,1,4,4,5,2
1179,1,1,4,1,0,0,1,0,1,3,0,99,4,4,3,3,1,1,4,1,2,2
1180,1,1,4,1,0,0,1,0,1,3,0,99,4,4,3,3,1,1,4,3,5,2
1181,1,1,4,1,0,0,1,0,1,3,0,99,4,4,3,3,1,1,4,3,2,2
1182,1,1,4,1,0,0,1,0,1,1,0,99,4,4,3,3,3,1,4,4,5,2
1183,1,1,4,1,0,0,1,0,1,1,0,99,4,4,3,3,3,1,4,1,2,2
1184,1,1,4,1,0,0,1,0,1,1,0,99,4,4,3,3,3,1,4,10,2,2
1185,1,1,4,1,0,0,1,0,1,1,0,99,4,4,3,3,1,1,4,4,5,2
1186,1,1,4,1,0,0,1,0,1,1,0,99,4,4,3,3,1,1,4,1,2,2
1187,1,1,4,1,0,0,1,0,1,1,0,99,4,4,3,3,1,1,4,3,2,2
1188,1,1,4,1,0,0,1,0,1,1,0,99,4,4,3,3,1,1,4,10,5,2
1189,1,3,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,4,2,2
1190,1,3,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,10,5,2
1191,1,3,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,10,2,2
1192,1,3,4,1,0,0,1,0,1,4,0,99,4,4,3,3,1,1,4,4,2,2
1193,1,3,4,1,0,0,1,0,1,4,0,99,4,4,3,3,1,1,4,3,5,2
1194,1,3,4,1,0,0,1,0,1,4,0,99,4,4,3,3,1,1,4,10,2,2
1195,1,3,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,4,5,2
1196,1,3,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,1,5,2
1197,1,3,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,1,2,2
1198,1,3,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,3,2,2
1199,1,3,4,1,0,0,1,0,1,3,0,99,4,4,3,3,1,1,4,1,2,2
1200,1,3,4,1,0,0,1,0,1,3,0,99,4,4,3,3,1,1,4,3,5,2
1201,1,3,4,1,0,0,1,0,1,1,0,99,4,4,3,3,3,1,4,1,2,2
1202,1,3,4,1,0,0,1,0,1,1,0,99,4,4,3,3,3,1,4,10,2,2
1203,1,3,4,1,0,0,1,0,1,1,0,99,4,4,3,3,1,1,4,4,5,2
1204,1,3,4,1,0,0,1,0,1,1,0,99,4,4,3,3,1,1,4,4,2,2
1205,1,3,4,1,0,0,1,0,1,1,0,99,4,4,3,3,1,1,4,3,5,2
1206,1,3,4,1,0,0,1,0,1,1,0,99,4,4,3,3,1,1,4,3,2,2
1207,1,3,4,1,0,0,1,0,1,1,0,99,4,4,3,3,1,1,4,10,2,2
1208,1,4,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,3,2,2
1209,1,4,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,10,5,2
1210,1,4,4,1,0,0,1,0,1,4,0,99,4,4,3,3,3,1,4,10,2,2
1211,1,4,4,1,0,0,1,0,1,4,0,99,4,4,3,3,1,1,4,4,5,2
1212,1,4,4,1,0,0,1,0,1,4,0,99,4,4,3,3,1,1,4,10,5,2
1213,1,4,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,3,2,2
1214,1,4,4,1,0,0,1,0,1,3,0,99,4,4,3,3,3,1,4,10,2,2
